PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_avg_16_stor,firmness_avg_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_jul_16_harv,weight_avg_16_harv,brix_avg_16_harv,firmness_avg_16_harv,flowering_jul_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_avg_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_avg_17_stor,firmness_avg_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_jul_17_harv,firmness_avg_17_harv,weight_avg_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_avg_17,percent_firmness_avg_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
King of the Pippins,873,18901,USDA,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.250060924121,0.951129500880293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Baron,935,21889,USDA,domestica,dessert,United States,new,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.068820215675,0.945946986002849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6696428218976,12.7997601973833,254.913333608956,7.53437646462811,221.531256922866,1.13904197869888,NA,NA,NA,NA,NA,NA,NA,104.993183326021
Bean,435,13751,USDA,domestica,NA,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.799321688874,1.03008705899632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2432238791882,6.91446713858328,275.698466878071,10.8471774339823,108.47097419727,1.73085892087466,NA,NA,NA,NA,NA,NA,NA,118.763892289369
Wealthy,1171,2524,USDA,domestica,dessert,United Kingdom,old,1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.072197448912,1.0207404876101,NA,NA,NA,NA,NA,NA,NA,5.9764,12.3,91.9875,4.256,2.05809517435245,12.528473684759,9.6658244014358,253.795115940996,6.34507258840315,118.989567897588,1.20084846318137,-38.1697850923896,-1.82363542844759,-22.6928027176535,-32.9243292223533,71.38675173885,NA,NA,99.7335552697672
Suvorovets,1176,287733,USDA,domestica,NA,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.755899227253,1.0300870584459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77754762941225,7.8595774237597,254.194109138255,9.59757743398234,206.677397631686,1.15959907747354,NA,NA,NA,NA,NA,NA,NA,104.121506790498
Baumann's Reinette,483,18103,USDA,domestica,dessert,Belgium,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02074048866834,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.15,6.9528,NA,10.7332017117911,9.43263201096722,268.745462080596,10.3572725884032,163.686588122662,0.892577376819966,NA,NA,-35.150459657419,-32.8703580922946,NA,NA,NA,NA
Auralia,554,257102,USDA,domestica,dessert,Germany,old,NA,NA,15.4,134.433,5.292,NA,6.55282773430605,8.87805461842727,310.957875058726,165.146206205903,13.5979455744389,5.80933145847316,153.974678400809,0.993782121631552,2.06726406888531,156.740398092076,NA,13.252402105128,-18.5975850802228,-8.90518060763447,NA,6.3784,13.8,189.38,5.331,2.16355198795936,12.8154034714326,6.85547632889539,281.40308254621,8.88836766290248,209.423369760583,1.84714567725303,-6.95905442608772,7.68291478892733,-9.57074169110018,-40.022733057611,17.1294724938464,3.0288882794299,3.226999619991,127.348819293391
Carlton,491,8424,USDA,domestica,dessert,United States,new,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.969119858342,0.945946986273302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAR 15,349,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.063969793293,1.07495804834605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3361805927451,9.9626291048192,243.439937970686,7.71663834628401,116.344127871235,1.30642206715117,NA,NA,NA,NA,NA,NA,NA,89.4158186361026
Otava,66,NA,Kentville,domestica,dessert,Czech Republic,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914279800571008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaz 95 18-02P-31,1261,693258,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977614170615655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ 96 09-02,1296,693584,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.048900438384,1.14589431796254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.651147209945,10.7639774339823,75.8564052262109,NA,NA,NA,NA,NA,NA,NA,NA,130.683281923823
Geneva Ontario,905,13173,USDA,domestica,crab,United States,new,1930,NA,NA,NA,NA,NA,NA,NA,309.572719939466,389.439058640207,6.74067343706901,6.726446367939,154.055492197094,3.00864537778804,NA,155.344849361743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32038495959558,5.79011475315653,NA
Peck Pleasant,1058,12708,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,6.9945018928077,10.3780546184273,309.409448454541,186.466214907378,12.6851178815134,9.50280219945627,154.163427212027,2.03476694126402,1.82508901247795,154.923249817381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09263092872857,4.15617065425076,NA
Reinette Thouin,1063,24736,USDA,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.342496239572,1.00864537729157,NA,NA,NA,NA,NA,NA,NA,10.3984,12.5,131.178,6.334,1.20210801661794,11.7467306232319,12.7596078712406,274.279205774142,8.9390336825079,138.702100182023,0.873732642403697,-18.5053325703106,6.41258747585762,-5.42464762404383,-29.1422291830658,37.5830498115374,NA,NA,120.201207998917
Reinette Jaeghers,1105,133985,USDA,domestica,dessert,Switzerland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.342496239572,1.00283415430291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.674660648995,9.01021287084344,269.109896120038,9.14532254124853,383.988542183448,1.3508637333958,NA,NA,NA,NA,NA,NA,NA,NA
Pink Lady,235,NA,Kentville,domestica,dessert,Australia,new,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06178685290118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ 96 06-01P-26,124,694013,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.255753497151,2.99637253087135,NA,NA,NA,NA,NA,NA,NA,9.5676,10.6,23.54,6.142,1.10790584890673,13.2671538531622,13.8213757027728,247.205620456457,9.82365515078653,40.8037034444989,0.979449316568887,-30.776789476314,-20.103436522118,-42.3091582066342,-37.4774469815521,13.1151791281901,NA,NA,95.2411805271645
American Forestier,436,151023,USDA,domestica,dessert,France,old,NA,NA,NA,87.567,6.0799,NA,3.87308905096239,9.74631473726468,311.615640265023,126.825027066651,14.478735703008,12.3598558147435,154.189626387582,1.98797920037054,3.81022421812221,157.378923837425,NA,NA,-30.9544795492293,-50.8092967173001,NA,NA,NA,104.208,5.1862,NA,12.0815742074439,2.94510768492647,289.2203878564,10.6665208021415,121.68546879502,4.05150400601262,NA,NA,-14.362823242651,-51.3787101136223,NA,9.80241299417084,11.06249770644,135.110483633467
Stafford,1140,13864,USDA,domestica,dessert,United States,new,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.255753497151,1.04246405765415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0209072510786,13.1845942868081,247.657758288248,8.29651384601753,113.214372813974,0.905792536474685,NA,NA,NA,NA,NA,NA,NA,86.2411805271646
Harcourt,782,17803,USDA,domestica,dessert,Canada,new,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.072197448912,1.06178685290118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.528473684759,5.9942244014358,232.795115940996,6.37507258840315,135.427567897588,1.88965793693934,NA,NA,NA,NA,NA,NA,NA,82.7335552697672
Murasaki,1012,21341,USDA,domestica,dessert,Japan,old,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08855558443694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S47-25-05,630,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.080756937678,1.00267759762257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5967489295727,7.23803484153304,241.263117026107,6.09435178285403,186.122240877674,1.67769563461288,NA,NA,NA,NA,NA,NA,NA,87.3924210218945
KAR 98,317,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.934815307279,2.00267759757997,NA,NA,NA,NA,NA,NA,NA,7.7318,10.6,NA,NA,1.37096148374247,10.3973145109475,13.9670952934422,264.52795968635,9.14510346682028,114.550154185438,0.807524700629773,-44.6427489928402,1.94940230805839,NA,NA,69.7733187199455,NA,NA,111.416575980129
San Jacinto,1185,6259,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56178685408896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Renet Bergamotnyj,997,197625,USDA,domestica,dessert,Poland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.919981433079,1.53566528943655,NA,NA,NA,NA,NA,NA,NA,5.8424,13.3,201.95,5.344,2.27646172805696,11.6417738202017,8.07335264423264,275.325168480482,8.47590902966554,208.937779817186,1.49604147501747,-27.6335339547736,14.2437587725749,-3.3444309704545,-36.9507154772888,52.1656829754921,NA,NA,123.161762727397
Reinet Russet,96,NA,Kentville,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.919981433079,2.07495804698611,NA,NA,NA,NA,NA,NA,NA,7.4236,15.6,163.262,4.8548,2.10140632577186,12.9417738202017,11.7315526442326,275.325168480482,7.44910902966554,236.803779817186,1.16495971314757,-36.7210784017617,20.5398905646836,-31.0559991373283,-34.8271050851033,80.3844632613202,NA,NA,121.161762727397
Nanny,1032,133893,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.994957393225,1.54246405829152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0574104229212,8.34842495946231,257.610463307661,6.61576384601753,173.554857179922,1.60943647665907,NA,NA,NA,NA,NA,NA,NA,105.540424849069
Brunnsapple,565,127812,USDA,domestica,cider,Sweden,old,NA,4.1272,12.9,122.373333333333,5.12155555555556,3.12560573754604,4.98476503367898,13.8608926106443,260.278598620514,134.667343343284,12.4537342422009,4.88619990153116,153.177728577179,1.06178685372205,2.41613541803385,106.183788136877,-17.2037202934329,3.5833891194408,-9.12916948143249,4.81674222846771,29.3638474986442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12338017161538,3.91090731488481,NA
Burgundy,191,3582,USDA,domestica,dessert,United States,new,1974,4.0468,11.5,133.755555555556,3.779,2.84175150736384,4.01818963284997,13.8608926106443,292.343549171815,165.780332239964,11.5220726027567,5.07443363926847,152.982965502718,2.07328444405204,2.81197804607483,138.990185110927,0.712021327120332,-0.191567988830572,-19.3175971188505,-25.5286349444747,1.05880845444616,3.0284,9.8,138.178,3.8552,3.23603222823933,10.9102780064368,10.1402846685328,253.656030064728,7.64696935747273,181.297100608012,1.115850023428,-70.1349607136998,-10.1764410199425,-23.7836680583443,-49.5852563312204,190.006018756707,1.12142240373525,1.65900184606619,100.628112060086
Benham,566,23380,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919669343764038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
No Blow,1047,9101,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.984358184482,1.52343525989794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primus,976,22041,USDA,domestica,dessert,Netherlands,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.737428963335,2.01458716543441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lombart's Calville,726,22029,USDA,domestica,dessert,Netherlands,old,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.072197448912,1.02343525934752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.128473684759,11.9438244014358,281.795115940996,8.74707258840315,181.417567897588,0.989834567144317,NA,NA,NA,NA,NA,NA,NA,124.733555269767
Rome Beauty Law,226,3812,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977614171716492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middleton Fameuse,946,7634,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,3.48291375370918,9.04631473726467,297.381208036337,111.683802788494,12.2587207745982,4.29316169563736,152.912626027411,1.03278183069114,3.59264706661902,145.526383385749,NA,NA,NA,NA,NA,4.7168,11.8,112.498,4.4702,2.5016960651289,10.7602594495904,6.85722090982812,260.8615483861,8.39934299745416,95.0587773145936,1.54291199117637,-31.2141163012608,9.66278327470235,18.3457258530603,-46.7791706880536,62.1412030910149,NA,NA,107.696741473364
Ginger gold,58,NA,Kentville,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44864175801072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greensleeves,1222,18876,USDA,domestica,dessert,United Kingdom,old,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.078752035394,1.02343525948842,NA,NA,NA,NA,NA,NA,NA,4.7436,13,186.332,3.597,2.85879562332181,11.6271387399926,6.40055432028981,267.411541866727,6.97264057466456,206.092583560841,1.7734684379147,-25.8876690576198,11.8073869307616,-9.58820701813729,-48.4126571349471,61.1979983519341,NA,NA,115.316019387946
Brunnerling,464,134398,USDA,domestica,dessert,Europe,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.920602924564,1.53278183032422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6258037952261,12.6626842391438,281.027967792458,10.247408560926,317.281599224093,0.875961942533632,NA,NA,NA,NA,NA,NA,NA,128.898483506124
Bulmer Norman,366,2985,USDA,domestica,cider,France,old,NA,2.814,13.9,106.332,3.7855,4.93958777540867,1.54641585071698,17.4463147372647,280.230220104738,135.769574986821,12.671989569762,4.59784692950425,153.73466085368,1.4643260036594,7.96046509097911,126.049461928711,81.9691642901434,9.6907468513728,-21.6820115918301,-17.6679855149471,-37.9485027701928,NA,NA,NA,NA,NA,12.0878735128027,3.73049007269632,254.279203634086,8.43200178285403,172.73819447513,3.28947865446303,NA,NA,NA,NA,NA,6.63197385279667,6.5722348202623,100.269852668734
March #1,1022,10797,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.085306621876,1.91966934404584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leyda,711,260648,USDA,domestica,cider,South Africa,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.984358184482,1.52343526003884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Judaine,6,NA,Kentville,domestica,cider,France,old,NA,6.1908,12.7,105.926,7.7368,2.05143115590877,7.58542089844316,11.3463147372647,311.734245685366,124.06766111246,12.9603334681413,9.97214456487535,154.272799548266,2.01458716543441,1.66812219014193,157.763551389493,-18.3855440207595,-2.00869421131212,-14.6223930956639,-22.4158860747853,22.9784705240463,6.9948,12.2,111.272,7.5842,1.74415279922228,10.8990514356551,11.1269450232984,268.21905246538,12.6870810348824,111.823870065213,1.02357047897257,-37.1363839278995,11.9363466814092,-0.493517229274177,-40.221080174804,70.3988963195783,5.16790178124609,5.79980062284119,114.049652059583
King,760,3555,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.979034578992,2.07495804808694,NA,NA,NA,NA,NA,NA,NA,4.5694,12.6,210.236,6.2494,2.75747362892283,11.9413234712488,7.17932807715329,269.103377473031,11.1869090296655,241.365021522677,1.72522094068383,-36.3533752616605,5.51594243583719,-12.8970723787135,-44.1364903975905,59.8330720371295,NA,NA,117.13173544386
Chenango Strawberry,384,12705,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fillbarrel,776,18919,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,87.4194166666667,5.09231666666667,NA,4.61986925433129,10.9227683139357,300.367961741993,115.997457403528,14.1889337966793,6.74212102859119,154.92290367851,2.26932031625305,4.07945170891039,145.462530080997,NA,NA,-24.636782026562,-24.4701089601955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86354250109435,11.4470077068089,NA
Sir Prize,74,22314,Kentville,domestica,dessert,United States,new,1975,4.8106,11.6,137.25625,3.502625,2.41134162058787,5.96353585019735,9.93923947827527,309.793148967744,169.025997065901,11.263204882904,3.61322705526845,153.962461856519,0.992817740682775,1.87102774151226,155.505728518383,-19.3330916281688,2.99022454618763,-18.7957755714433,-3.06103252235923,28.8779191824757,6.901,12,132.244,4.0324,1.7388784234169,10.4305097652722,9.97607582634967,260.967902756344,7.76450116296566,137.92943227049,1.15101676715862,-30.8245033405572,15.0471095857015,-4.12198627725839,-48.0662065036021,51.0732487163906,4.25545697622516,5.018653829129,107.096241447921
S47-25-82,653,NA,Kentville,domestica,dessert,Canada,new,NA,5.2796,12,117.185,5.782,2.27289946208046,5.36353585019735,10.1392394782753,309.793148967744,130.725997065901,11.463204882904,9.27722705526846,151.962461856519,0.992817740682775,2.12537162809153,157.505728518383,-1.56493500820473,4.68276649138991,-10.3583046752933,-37.6753423673462,6.94127238921516,6.4052,10.8,106.842,6.0378,1.68613001935927,9.3305097652722,8.35467582634967,274.967902756344,9.38890116296566,91.7834322704898,1.21887740911472,-23.3339493580499,15.7493027894059,16.4066295593871,-35.6921550754418,38.3346681750316,0.37628660094706,0.839777449884919,123.096241447921
Korichnoe Polosatoje,157,17566,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.97675338119,0.910677434294245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norland,967,17496,USDA,domestica,dessert,Canada,new,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.980555782836,1.01893930516304,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.398,3.0598,NA,10.5241436828893,4.08669738108077,226.250389880292,6.87768687568441,136.828840450852,2.84095741921197,NA,NA,-17.1241971894574,-55.5112052161358,NA,NA,NA,76.3080897930966
Merton 778,800,19155,USDA,domestica,NA,Australia,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.090767594802,0.962632299497414,NA,NA,NA,NA,NA,NA,NA,NA,13.9,221.776,4.6916,NA,11.0990514356551,7.58934502329835,275.21905246538,9.78628103488237,223.691870065213,1.47352691226322,NA,25.235927417608,-0.856477289342015,-52.0594188611875,NA,NA,NA,123.049652059583
Isayev's Desertnyi,889,229883,USDA,domestica,dessert,Poland,old,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.908735641338,0.959830049096654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paides Ziemas Abols,1084,199438,USDA,domestica,dessert,Latvia,old,NA,NA,NA,NA,NA,NA,9.86353585019735,9.07805461842728,260.685241374464,165.702009842545,11.8298715495707,6.25750734873798,150.978907888646,1.01893930492568,1.16740731028895,108.681946416388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1991915603953,9.1780125850102,260.159136360619,6.72090116296566,164.844808753954,1.37161200941378,NA,NA,NA,NA,NA,1.44726353151561,1.72724440894569,108.163384276826
Ingrid Marie,143,208313,USDA,domestica,dessert,Denmark,old,1962,NA,NA,NA,NA,NA,6.38291375370919,14.5463147372647,297.381208036337,158.083802788494,10.8031652190426,4.27916169563736,153.755899227253,1.02828587508151,1.61605317067027,143.526383385749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48831165194285,2.37120460444239,NA
Grosse Mouche,763,140131,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crown Prince Rudolf,523,22335,USDA,domestica,dessert,Austria,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.659553987033,1.47353108634655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7586748406142,11.5059622536715,260.894845829328,9.32780252015658,89.7695747133751,1.04720554837429,NA,NA,NA,NA,NA,NA,NA,NA
Flower of Kent,832,10921,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.429957663693,1.47353108566658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.931082177238,8.16647887239007,260.760275502283,7.41788356415893,223.061161337654,1.49356101982838,NA,NA,NA,NA,NA,NA,NA,103.612330903289
Goldsmith,826,87539,USDA,domestica,dessert,South Africa,new,1975,4.1004,14,175.798,6.64885,3.41647881081667,3.98568915200399,17.8659936536976,297.961962112172,206.951658544916,13.3783226139279,7.58481607380002,153.850407383684,1.94138019646483,3.40763905995562,144.008736196618,2.8780680986708,4.64690084110309,-15.0535921112971,-12.3399969714901,0.259409834947864,5.4806,14,213.69,7.24475,2.5544648396161,12.7878735128027,7.06709007269632,275.279203634086,8.26915178285403,201.87419447513,1.80799350249258,-22.4489861651222,9.47871814640463,5.85305395550478,-12.388232913781,41.2872798544022,5.1120640852915,6.67228162197594,121.269852668734
Kitaika Zolotaia Ranniaia,772,222194,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.884340927396,0.941380197144799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8473879411638,7.51435708620642,225.83704507218,10.3464771515053,46.0140189433813,1.47485210397587,NA,NA,NA,NA,NA,NA,NA,77.8347714867696
Yellow Arkad,1138,287737,USDA,domestica,NA,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.966153913688,0.944182448225527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S23-04-570,638,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.861026570471,2.00983602312965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0506623812838,8.28397409188429,239.66470722012,8.57860252015658,200.001801714589,1.63106023412362,NA,NA,NA,NA,NA,NA,NA,87.6572827191166
Potomac,1003,21313,USDA,domestica,dessert,United States,new,1970,NA,NA,NA,NA,NA,6.124962453291,12.1856725701306,308.693704119606,195.033742103011,13.4068778803159,11.0717852180958,155.494203256055,0.981166656496404,2.18485256200837,151.968010464525,NA,NA,NA,NA,NA,4.1406,13.4,174.518,6.5376,3.23624595469256,10.3499855309687,5.96577409188429,274.87316211449,10.1872375307026,203.812533851053,1.72520199533081,-30.5940865975334,29.4687800278097,-14.3732739579508,-35.8255858833488,87.5864949989236,3.15022105776832,3.50433040956134,119.314212149892
Khashabi,891,221718,USDA,domestica,dessert,Israel,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.083054500248,2.44418244822553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4948020290589,13.7286083666455,250.451033031337,3.82330844418615,94.2036673228811,0.89171227617055,NA,NA,NA,NA,NA,NA,NA,100.377418826398
Antonovka,476,2440,USDA,domestica,dessert,Former Soviet Union,old,NA,10.2376,10.9,149.55375,6.33275,1.06470266468704,9.824962453291,14.1856725701306,266.693704119606,180.633742103011,11.0957667692048,6.99478521809579,151.966153913688,1.00048945284427,1.06948454568697,114.968010464525,4.19988929902507,-1.76433745658868,-17.2060832827606,-9.4646968770832,-0.447120158885369,NA,NA,NA,NA,NA,10.9506623812838,8.90037409188429,253.66470722012,8.34640252015658,118.583801714589,1.28221146851285,NA,NA,NA,NA,NA,4.77973486406558,4.71737782765531,101.657282719117
KAZ 96 07-08,125,693446,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
